ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,1,1,0,1,0,1,0,22,14,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,12,0,1,0,0,0,0,0,1,1,0,0,0,1,43,136,10
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,42,118,8
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Other,Other,15,0,1,0,1,0,0,0,0,0,0,0,0,0,33,42,8
Major Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Other,5,0,1,0,0,0,0,0,0,0,0,0,0,1,23,1,1
Local,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Rear End,Driver,Automobile,21,0,1,0,0,0,0,0,1,0,0,0,0,1,54,54,5
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,52,78,12
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,13,0,1,0,0,0,0,0,1,0,0,0,1,0,54,61,2
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,22,17,12
Major Arterial,Toronto and East York,Intersection,Non Intersection,No Control,Other,Dark,Other,SMV Other,Passenger,Other,3,0,1,0,0,0,0,1,1,0,0,0,0,1,11,89,4
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Pedestrian,Other,9,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,2
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Other,Dark,Other,Sideswipe,Driver,Automobile,22,0,1,0,0,0,0,1,1,0,1,0,0,1,22,18,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,0,0,55,70,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,3,1,1,0,0,0,0,0,0,0,0,0,0,0,14,86,6
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,14,81,12
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Motorcycle Passenger,2 Wheels,23,0,0,1,0,0,0,0,1,0,0,0,0,0,51,71,5
Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,13,0,1,1,0,0,0,1,1,0,0,0,0,1,43,133,7
Collector,North York,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Other,Driver,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,0,0,33,47,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Rear End,Driver,Automobile,15,0,1,0,0,0,0,0,1,0,0,0,0,0,33,43,5
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,15,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,10
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,Other,19,0,0,0,0,1,0,0,1,0,0,0,1,0,42,128,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,92,6
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,14,0,1,0,0,0,0,0,0,0,0,0,0,1,32,27,7
Local,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,0,22,17,7
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,11,0,1,0,1,0,0,0,0,0,0,0,0,1,12,29,8
Local,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,0,22,17,7
Other,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,0,0,22,17,5
Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Angle,Passenger,Other,5,0,1,0,0,0,0,0,1,1,0,0,0,1,13,108,2
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Turning Movement,Driver,Automobile,23,0,1,1,0,0,0,1,1,0,0,0,0,1,32,26,9
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Automobile,10,0,1,0,0,0,0,0,0,0,0,0,0,0,41,124,11
Local,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Passenger,Other,17,0,1,0,0,0,0,0,0,0,0,0,0,1,23,4,11
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Passenger,Other,2,0,1,0,0,0,0,1,1,0,1,0,0,1,53,98,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,13,106,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Pedestrian Collisions,Pedestrian,Other,9,0,0,0,0,1,0,0,0,0,0,0,1,0,13,109,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,13,108,9
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,18,0,0,1,1,0,0,0,0,0,0,0,0,0,41,119,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,1,0,1,0,0,0,0,1,1,0,0,0,1,0,23,2,6
Minor Arterial,Etobicoke York,Other,At/Near Private Drive,Stop Sign,Clear,Daylight,Wet,SMV Other,Driver,Automobile,15,0,1,0,0,0,0,0,0,0,0,1,0,0,31,27,1
Other,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Other,Other,5,0,0,0,1,0,0,1,1,0,0,0,0,1,55,68,3
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Vehicle Owner,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,2
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Passenger,Other,2,0,1,1,0,0,0,0,0,0,0,0,0,1,11,87,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,Other,9,0,1,0,1,0,0,0,0,0,0,0,0,0,11,86,3
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Turning Movement,Passenger,Other,23,0,1,0,0,0,0,0,0,0,0,0,0,1,23,2,4
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,0,1,54,43,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,12,0,1,1,0,0,0,0,1,0,0,0,0,1,22,14,6
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,12,1,0,0,0,0,0,0,0,0,0,0,0,0,14,93,7
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Angle,Truck Driver,Truck,7,0,1,0,1,0,0,0,1,0,0,0,0,0,31,27,1
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,Other,10,0,1,0,0,0,0,0,0,0,0,0,0,0,33,119,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,23,1,0,0,1,0,0,0,0,0,0,0,0,0,22,14,8
Major Arterial,Scarborough,Intersection,Other,No Control,Rain,Dark,Wet,Rear End,Driver,Automobile,22,0,1,0,0,0,0,0,0,0,0,0,0,1,43,123,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,14,95,7
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Automobile,16,0,1,0,0,0,0,0,0,0,0,0,0,1,14,82,3
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,14,0,1,0,0,0,0,0,1,0,0,0,1,1,55,70,4
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Truck Driver,Other,17,0,0,0,1,0,0,0,1,0,0,0,1,0,23,1,10
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Passenger,Other,10,0,1,0,0,0,0,1,1,0,0,0,0,1,43,138,11
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,1,0,0,0,1,0,22,12,12
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,1,0,14,95,8
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Driver,Automobile,6,0,1,0,0,0,0,0,1,0,0,0,0,0,32,35,2
Major Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,10,0,1,0,0,0,0,0,0,0,0,0,1,1,41,138,10
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Unattended Vehicle,Driver,Automobile,22,0,1,0,0,0,0,1,1,0,1,0,0,1,13,101,4
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Turning Movement,Passenger,Other,23,0,1,0,0,0,0,0,0,0,0,0,0,1,23,2,4
Collector,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Other,Other,21,0,1,1,0,0,0,1,1,0,0,0,0,0,42,128,7
Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Driver,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,91,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,13,0,1,0,0,0,0,1,1,0,0,1,1,1,55,64,7
Major Arterial,Scarborough,Intersection,Other,No Control,Clear,Daylight,Dry,SMV Other,Other,Other,18,0,1,0,0,0,0,0,0,0,0,0,0,1,41,119,4
Collector,Etobicoke York,Intersection,Other,No Control,Rain,Dawn,Wet,Pedestrian Collisions,Pedestrian,Other,7,0,0,0,0,1,0,0,0,0,0,0,1,0,22,18,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,14,79,3
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Snow,Dark,Snow,Cyclist Collisions,Cyclist Passenger,2 Wheels,3,1,1,0,0,0,0,0,0,0,0,0,0,0,55,70,12
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,0,14,81,11
Minor Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Snow,Dark,Snow,Angle,Driver,Automobile,18,0,1,0,0,0,0,0,1,1,0,0,0,0,14,82,2
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Rain,Dark,Wet,Turning Movement,Vehicle Owner,Other,22,0,1,0,0,0,0,1,1,0,0,0,0,1,53,98,1
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Vehicle Owner,Other,14,0,1,0,1,0,0,0,0,0,0,0,0,1,22,10,8
Expressway,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43,133,8
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,1,55,70,5
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,7,0,1,0,0,0,0,0,1,0,0,0,1,0,11,83,1
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,20,0,1,0,0,0,0,0,0,0,0,0,1,0,11,93,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Automobile,7,0,1,1,0,0,0,0,0,0,0,0,0,0,12,110,6
Major Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,19,0,1,1,0,0,0,0,1,0,1,0,0,0,41,120,6
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,Other,14,1,1,0,0,0,0,0,1,0,0,0,0,0,51,75,9
Collector,Scarborough,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Pedestrian Collisions,Pedestrian,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,12
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Cyclist Collisions,Passenger,Other,18,1,1,0,0,0,0,1,1,1,1,0,0,1,41,126,4
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,14,0,1,0,0,0,0,0,1,0,0,0,1,1,55,70,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,9,0,1,0,0,0,0,0,1,0,0,0,1,0,42,129,4
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Vehicle Owner,Other,8,0,1,0,1,0,0,0,0,0,0,1,0,1,42,132,6
Major Arterial,Scarborough,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,2 Wheels,18,0,1,1,0,0,0,1,1,0,0,0,0,0,42,128,7
Major Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,1,1,0,1,0,1,0,52,77,10
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,8
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,21,0,1,0,0,0,0,0,0,0,1,0,1,0,23,3,11
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Passenger,Other,9,0,1,0,0,0,0,0,1,0,0,0,0,1,41,127,6
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Angle,Passenger,Other,16,0,1,0,0,0,0,0,1,0,0,0,0,1,52,77,5
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,0,0,1,1,0,0,0,1,1,0,0,0,0,0,33,43,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,0,0,0,0,1,0,0,0,1,0,32,50,8
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,7,0,1,0,0,0,0,0,1,1,0,0,1,0,41,123,9
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,21,0,1,0,0,0,0,1,1,0,0,0,0,1,53,95,9
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,22,0,1,0,0,0,0,1,1,0,0,0,1,0,13,94,3
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,0,51,77,11
Major Arterial,Etobicoke York,Intersection,Other,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,1,0,0,0,1,0,22,12,12
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,16,0,1,1,0,0,0,0,0,0,0,0,0,0,54,44,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,14,95,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,1,0,0,0,0,1,0,0,0,0,0,0,1,0,55,63,5
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Passenger,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,1,32,35,10
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,Automobile,6,1,1,0,0,0,0,0,1,0,0,0,0,0,12,113,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,Automobile,17,1,1,0,0,0,0,1,1,0,0,0,0,0,42,132,8
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Other,0,0,1,0,0,0,0,1,1,0,0,0,0,1,22,17,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Angle,Passenger,Other,9,0,1,0,0,0,0,0,1,1,0,0,0,1,33,48,3
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Van,18,0,1,0,0,0,0,0,0,0,0,0,1,0,54,54,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Other,17,0,1,0,0,0,0,0,1,1,0,0,1,1,23,1,2
Major Arterial,Toronto and East York,Other,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,1,54,58,1
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,16,0,0,0,0,1,0,0,0,0,0,0,1,0,52,78,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,Van,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,117,12
Local,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,12,0,1,0,0,0,0,0,1,0,0,0,1,0,31,27,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,3,0,0,0,0,0,0,0,0,0,0,0,1,0,32,105,10
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Other,2,0,1,0,0,0,0,0,0,0,0,0,1,0,43,138,1
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,13,107,5
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Bus,17,0,1,0,0,1,0,0,1,0,0,0,0,0,31,26,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Dusk,Wet,Pedestrian Collisions,Pedestrian,Other,20,0,1,0,0,0,0,0,1,0,0,0,1,0,52,76,3
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Approaching,Driver,Bus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,83,12
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Vehicle Owner,Other,2,0,1,0,0,0,0,1,1,0,1,0,0,0,22,14,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Automobile,9,0,1,0,0,0,0,0,1,1,0,0,0,0,23,6,6
Local,Scarborough,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Other,Truck Driver,Truck,14,0,0,0,1,0,0,0,0,0,0,0,0,1,41,122,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Driver,Automobile,19,0,1,0,0,0,0,0,0,0,0,0,1,0,52,76,2
Major Arterial,Scarborough,Intersection,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,42,129,11
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Turning Movement,Passenger,Other,21,0,1,0,0,0,0,0,1,0,0,0,0,1,33,49,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,2 Wheels,9,1,1,0,0,1,0,0,1,0,0,0,0,0,14,85,10
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Bus,10,0,0,0,0,1,0,0,0,0,0,0,1,0,13,32,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,11,0,1,1,0,0,0,0,1,0,0,0,0,0,22,18,10
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,Automobile,18,0,1,0,0,1,0,1,1,1,0,0,0,0,42,131,1
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Wet,Turning Movement,Driver,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,0,1,23,2,4
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Other,SMV Unattended Vehicle,Other,Other,19,0,1,0,0,0,0,0,0,0,0,0,0,1,41,123,11
Other,Other,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,2 Wheels,15,0,0,1,0,0,0,0,0,0,0,0,0,0,14,95,8
Collector,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,15,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,2
Major Arterial,North York,Intersection,Other,No Control,Rain,Daylight,Wet,Cyclist Collisions,Vehicle Owner,Other,18,1,1,0,0,0,0,0,1,0,0,0,0,0,31,26,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Passenger,Other,3,0,1,0,0,0,0,1,1,0,0,0,0,1,31,25,4
Minor Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Other,18,0,1,0,0,0,0,0,1,0,0,0,0,0,11,93,8
Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,10,0,1,0,1,0,0,0,1,0,0,0,1,1,53,99,8
Minor Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,2 Wheels,15,0,1,1,0,0,0,0,1,0,0,0,0,0,22,15,4
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Other,14,0,0,1,0,0,0,0,0,0,0,0,1,0,52,75,5
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Vehicle Owner,Other,10,0,1,0,0,0,0,0,0,0,0,1,0,0,22,11,9
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,Truck,11,0,1,0,0,0,0,0,1,0,0,0,1,0,13,94,10
Major Arterial,North York,Intersection,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Automobile,2,0,1,0,0,0,0,1,1,0,1,0,0,1,53,99,4
Minor Arterial,Scarborough,Intersection,At Intersection,No Control,Rain,Dark,Wet,Pedestrian Collisions,Driver,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,10
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Automobile,6,0,1,0,1,0,0,1,1,0,0,0,0,1,23,1,9
Major Arterial,Scarborough,Mid-Block,Other,No Control,Snow,Dark,Snow,SMV Other,Other,Other,2,0,1,0,0,0,0,0,0,0,0,0,0,1,43,123,12
